,price_in_rp
4055,195000000.0
4056,195000000.0
4057,195000000.0
4058,195000000.0
4059,195000000.0
4060,195000000.0
4061,195000000.0
4062,195000000.0
4063,195000000.0
4064,195000000.0
4065,195000000.0
4066,195000000.0
4067,195000000.0
4068,195000000.0
4069,195000000.0
4070,195000000.0
4071,195000000.0
4072,195000000.0
4073,195000000.0
4074,195000000.0
4075,195000000.0
4076,195000000.0
4077,195000000.0
4078,195000000.0
4079,195000000.0
4080,195000000.0
4081,195000000.0
4082,200000000.0
4083,200000000.0
4084,200000000.0
4085,200000000.0
4086,200000000.0
4087,200000000.0
4088,200000000.0
4089,200000000.0
4090,200000000.0
4091,200000000.0
4092,200000000.0
4093,200000000.0
4094,200000000.0
4095,200000000.0
4096,200000000.0
4097,200000000.0
4098,200000000.0
4099,200000000.0
4100,200000000.0
4101,200000000.0
4102,200000000.0
4103,200000000.0
4104,200000000.0
4105,200000000.0
4106,200000000.0
4107,200000000.0
4108,200000000.0
4109,200000000.0
4110,200000000.0
4111,200000000.0
4112,200000000.0
4113,200000000.0
4114,200000000.0
4115,200000000.0
4116,200000000.0
4117,200000000.0
4118,200000000.0
4119,200000000.0
4120,200000000.0
4121,200000000.0
4122,200000000.0
4123,200000000.0
4124,200000000.0
4125,200000000.0
4126,200000000.0
4127,200000000.0
4128,200000000.0
4129,200000000.0
4130,200000000.0
4131,200000000.0
4132,200000000.0
4133,200000000.0
4134,200000000.0
4135,200000000.0
4136,215000000.0
4137,215000000.0
4138,215000000.0
4139,215000000.0
4140,215000000.0
4141,215000000.0
4142,215000000.0
4143,215000000.0
4144,215000000.0
4145,215000000.0
4146,215000000.0
4147,215000000.0
4148,215000000.0
4149,215000000.0
4150,215000000.0
4151,215000000.0
4152,215000000.0
4153,215000000.0
4154,215000000.0
4155,215000000.0
4156,215000000.0
4157,215000000.0
4158,215000000.0
4159,215000000.0
4160,215000000.0
4161,215000000.0
4162,215000000.0
4163,215000000.0
4164,215000000.0
4165,215000000.0
4166,215000000.0
4167,215000000.0
4168,215000000.0
4169,215000000.0
4170,215000000.0
4171,215000000.0
4172,215000000.0
4173,215000000.0
4174,215000000.0
4175,215000000.0
4176,215000000.0
4177,215000000.0
4178,215000000.0
4179,215000000.0
4180,215000000.0
4181,215000000.0
4182,215000000.0
4183,215000000.0
4184,215000000.0
4185,215000000.0
4186,215000000.0
4187,215000000.0
4188,215000000.0
4189,215000000.0
4190,215000000.0
4191,215000000.0
4192,215000000.0
4193,215000000.0
4194,215000000.0
4195,220000000.0
4196,220000000.0
4197,220000000.0
4198,220000000.0
4199,220000000.0
4200,220000000.0
4201,220000000.0
4202,220000000.0
4203,220000000.0
4204,220000000.0
4205,220000000.0
4206,220000000.0
4207,220000000.0
4208,220000000.0
4209,220000000.0
4210,220000000.0
4211,220000000.0
4212,220000000.0
4213,220000000.0
4214,220000000.0
4215,220000000.0
4216,220000000.0
4217,220000000.0
4218,220000000.0
4219,220000000.0
4220,220000000.0
4221,220000000.0
4222,220000000.0
4223,220000000.0
4224,220000000.0
4225,220000000.0
4226,220000000.0
4227,220000000.0
4228,220000000.0
4229,220000000.0
4230,220000000.0
4231,220000000.0
4232,220000000.0
4233,220000000.0
4234,220000000.0
4235,220000000.0
4236,220000000.0
4237,220000000.0
4238,220000000.0
4239,220000000.0
4240,220000000.0
4241,220000000.0
4242,220000000.0
4243,220000000.0
4244,220000000.0
4245,220000000.0
4246,220000000.0
4247,220000000.0
4248,220000000.0
4249,220000000.0
4250,220000000.0
4251,220000000.0
4252,220000000.0
4253,225000000.0
4254,225000000.0
4255,225000000.0
4256,225000000.0
4257,225000000.0
4258,225000000.0
4259,225000000.0
4260,225000000.0
4261,225000000.0
4262,225000000.0
4263,225000000.0
4264,225000000.0
4265,225000000.0
4266,225000000.0
4267,225000000.0
4268,225000000.0
4269,225000000.0
4270,225000000.0
4271,225000000.0
4272,225000000.0
4273,225000000.0
4274,225000000.0
4275,225000000.0
4276,225000000.0
4277,225000000.0
4278,225000000.0
4279,225000000.0
4280,225000000.0
4281,225000000.0
4282,225000000.0
4283,225000000.0
4284,225000000.0
4285,225000000.0
4286,225000000.0
4287,225000000.0
4288,225000000.0
4289,225000000.0
4290,225000000.0
4291,225000000.0
4292,225000000.0
4293,225000000.0
4294,225000000.0
4295,225000000.0
4296,225000000.0
4297,225000000.0
4298,225000000.0
4299,225000000.0
4300,225000000.0
4301,225000000.0
4302,225000000.0
4303,225000000.0
4304,225000000.0
4305,225000000.0
4306,225000000.0
4307,225000000.0
4308,225000000.0
4309,225000000.0
4310,230000000.0
4311,230000000.0
4312,230000000.0
4313,230000000.0
4314,230000000.0
4315,230000000.0
4316,230000000.0
4317,230000000.0
4318,230000000.0
4319,230000000.0
4320,230000000.0
4321,230000000.0
4322,230000000.0
4323,230000000.0
4324,230000000.0
4325,230000000.0
4326,230000000.0
4327,230000000.0
4328,230000000.0
4329,230000000.0
4330,230000000.0
4331,230000000.0
4332,230000000.0
4333,230000000.0
4334,230000000.0
4335,230000000.0
4336,230000000.0
4337,230000000.0
4338,230000000.0
4339,230000000.0
4340,230000000.0
4341,230000000.0
4342,230000000.0
4343,230000000.0
4344,230000000.0
4345,230000000.0
4346,230000000.0
4347,230000000.0
4348,230000000.0
4349,230000000.0
4350,230000000.0
4351,230000000.0
4352,230000000.0
4353,230000000.0
4354,230000000.0
4355,230000000.0
4356,230000000.0
4357,230000000.0
4358,230000000.0
4359,230000000.0
4360,230000000.0
4361,230000000.0
4362,230000000.0
4363,230000000.0
4364,230000000.0
4365,230000000.0
4366,230000000.0
4367,230000000.0
4368,230000000.0
4369,235000000.0
4370,235000000.0
4371,235000000.0
4372,235000000.0
4373,235000000.0
4374,235000000.0
4375,235000000.0
4376,235000000.0
4377,235000000.0
4378,235000000.0
4379,235000000.0
4380,235000000.0
4381,235000000.0
4382,235000000.0
4383,235000000.0
4384,235000000.0
4385,235000000.0
4386,235000000.0
4387,235000000.0
4388,235000000.0
4389,235000000.0
4390,235000000.0
4391,235000000.0
4392,235000000.0
4393,235000000.0
4394,235000000.0
4395,235000000.0
4396,235000000.0
4397,235000000.0
4398,235000000.0
4399,235000000.0
4400,235000000.0
4401,235000000.0
4402,235000000.0
4403,235000000.0
4404,235000000.0
4405,235000000.0
4406,235000000.0
4407,235000000.0
4408,235000000.0
4409,235000000.0
4410,235000000.0
4411,235000000.0
4412,235000000.0
4413,235000000.0
4414,235000000.0
4415,235000000.0
4416,235000000.0
4417,235000000.0
4418,235000000.0
4419,235000000.0
4420,235000000.0
4421,235000000.0
4422,235000000.0
4423,235000000.0
4424,235000000.0
4425,235000000.0
4426,235000000.0
4427,245000000.0
4428,245000000.0
4429,245000000.0
4430,245000000.0
4431,245000000.0
4432,245000000.0
4433,245000000.0
4434,245000000.0
4435,245000000.0
4436,245000000.0
4437,245000000.0
4438,245000000.0
4439,245000000.0
4440,245000000.0
4441,245000000.0
4442,245000000.0
4443,245000000.0
4444,245000000.0
4445,245000000.0
4446,245000000.0
4447,245000000.0
4448,245000000.0
4449,245000000.0
4450,245000000.0
4451,245000000.0
4452,245000000.0
4453,245000000.0
4454,245000000.0
4455,245000000.0
4456,245000000.0
4457,245000000.0
4458,245000000.0
4459,245000000.0
4460,245000000.0
4461,245000000.0
4462,245000000.0
4463,245000000.0
4464,245000000.0
4465,245000000.0
4466,245000000.0
4467,245000000.0
4468,245000000.0
4469,245000000.0
4470,245000000.0
4471,245000000.0
4472,245000000.0
4473,245000000.0
4474,245000000.0
4475,245000000.0
4476,245000000.0
4477,245000000.0
4478,245000000.0
4479,245000000.0
4480,245000000.0
4481,245000000.0
4482,245000000.0
4483,245000000.0
4484,250000000.0
4485,250000000.0
4486,250000000.0
4487,250000000.0
4488,250000000.0
4489,250000000.0
4490,250000000.0
4491,250000000.0
4492,250000000.0
4493,250000000.0
4494,250000000.0
4495,250000000.0
4496,250000000.0
4497,250000000.0
4498,250000000.0
4499,250000000.0
4500,250000000.0
4501,250000000.0
4502,250000000.0
4503,250000000.0
4504,250000000.0
4505,250000000.0
4506,250000000.0
4507,250000000.0
4508,250000000.0
4509,250000000.0
4510,250000000.0
4511,250000000.0
4512,250000000.0
4513,250000000.0
4514,250000000.0
4515,250000000.0
4516,250000000.0
4517,250000000.0
4518,250000000.0
4519,250000000.0
4520,250000000.0
4521,250000000.0
4522,250000000.0
4523,250000000.0
4524,250000000.0
4525,250000000.0
4526,250000000.0
4527,250000000.0
4528,250000000.0
4529,250000000.0
4530,250000000.0
4531,250000000.0
4532,250000000.0
4533,250000000.0
4534,250000000.0
4535,250000000.0
4536,250000000.0
4537,250000000.0
4538,260000000.0
4539,260000000.0
4540,260000000.0
4541,260000000.0
4542,260000000.0
4543,260000000.0
4544,260000000.0
4545,260000000.0
4546,260000000.0
4547,260000000.0
4548,260000000.0
4549,260000000.0
4550,260000000.0
4551,260000000.0
4552,260000000.0
4553,260000000.0
4554,260000000.0
4555,260000000.0
4556,260000000.0
4557,260000000.0
4558,260000000.0
4559,260000000.0
4560,260000000.0
4561,260000000.0
4562,260000000.0
4563,260000000.0
4564,260000000.0
4565,260000000.0
4566,260000000.0
4567,260000000.0
4568,260000000.0
4569,260000000.0
4570,260000000.0
4571,260000000.0
4572,260000000.0
4573,260000000.0
4574,260000000.0
4575,260000000.0
4576,260000000.0
4577,260000000.0
4578,260000000.0
4579,260000000.0
4580,260000000.0
4581,260000000.0
4582,260000000.0
4583,260000000.0
4584,260000000.0
4585,260000000.0
4586,260000000.0
4587,260000000.0
4588,260000000.0
4589,260000000.0
4590,260000000.0
4591,260000000.0
4592,260000000.0
4593,260000000.0
4594,260000000.0
4595,260000000.0
4596,265000000.0
4597,265000000.0
4598,265000000.0
4599,265000000.0
4600,265000000.0
4601,265000000.0
4602,265000000.0
4603,265000000.0
4604,265000000.0
4605,265000000.0
4606,265000000.0
4607,265000000.0
4608,265000000.0
4609,265000000.0
4610,265000000.0
4611,265000000.0
4612,265000000.0
4613,265000000.0
4614,265000000.0
4615,265000000.0
4616,265000000.0
4617,265000000.0
4618,265000000.0
4619,265000000.0
4620,265000000.0
4621,265000000.0
4622,265000000.0
4623,265000000.0
4624,265000000.0
4625,265000000.0
4626,265000000.0
4627,265000000.0
4628,265000000.0
4629,265000000.0
4630,265000000.0
4631,265000000.0
4632,265000000.0
4633,265000000.0
4634,265000000.0
4635,265000000.0
4636,265000000.0
4637,265000000.0
4638,265000000.0
4639,265000000.0
4640,265000000.0
4641,265000000.0
4642,265000000.0
4643,265000000.0
4644,265000000.0
4645,265000000.0
4646,265000000.0
4647,265000000.0
4648,265000000.0
4649,265000000.0
4650,265000000.0
4651,265000000.0
4652,265000000.0
4653,265000000.0
4654,275000000.0
4655,275000000.0
4656,275000000.0
4657,275000000.0
4658,275000000.0
4659,275000000.0
4660,275000000.0
4661,275000000.0
4662,275000000.0
4663,275000000.0
4664,275000000.0
4665,275000000.0
4666,275000000.0
4667,275000000.0
4668,275000000.0
4669,275000000.0
4670,275000000.0
4671,275000000.0
4672,275000000.0
4673,275000000.0
4674,275000000.0
4675,275000000.0
4676,275000000.0
4677,275000000.0
4678,275000000.0
4679,275000000.0
4680,275000000.0
4681,275000000.0
4682,275000000.0
4683,275000000.0
4684,275000000.0
4685,275000000.0
4686,275000000.0
4687,275000000.0
4688,275000000.0
4689,275000000.0
4690,275000000.0
4691,275000000.0
4692,275000000.0
4693,275000000.0
4694,275000000.0
4695,275000000.0
4696,275000000.0
4697,275000000.0
4698,275000000.0
4699,275000000.0
4700,275000000.0
4701,275000000.0
4702,275000000.0
4703,275000000.0
4704,275000000.0
4705,275000000.0
4706,275000000.0
4707,275000000.0
4708,280000000.0
4709,280000000.0
4710,280000000.0
4711,280000000.0
4712,280000000.0
4713,280000000.0
4714,280000000.0
4715,280000000.0
4716,280000000.0
4717,280000000.0
4718,280000000.0
4719,280000000.0
4720,280000000.0
4721,280000000.0
4722,280000000.0
4723,280000000.0
4724,280000000.0
4725,280000000.0
4726,280000000.0
4727,280000000.0
4728,280000000.0
4729,280000000.0
4730,280000000.0
4731,280000000.0
4732,280000000.0
4733,280000000.0
4734,280000000.0
4735,280000000.0
4736,280000000.0
4737,280000000.0
4738,280000000.0
4739,280000000.0
4740,280000000.0
4741,280000000.0
4742,280000000.0
4743,280000000.0
4744,280000000.0
4745,280000000.0
4746,280000000.0
4747,280000000.0
4748,280000000.0
4749,280000000.0
4750,280000000.0
4751,280000000.0
4752,280000000.0
4753,280000000.0
4754,280000000.0
4755,280000000.0
4756,280000000.0
4757,280000000.0
4758,280000000.0
4759,280000000.0
4760,280000000.0
4761,280000000.0
4762,280000000.0
4763,280000000.0
4764,285000000.0
4765,285000000.0
4766,285000000.0
4767,285000000.0
4768,285000000.0
4769,285000000.0
4770,285000000.0
4771,285000000.0
4772,285000000.0
4773,285000000.0
4774,285000000.0
4775,285000000.0
4776,285000000.0
4777,285000000.0
4778,285000000.0
4779,285000000.0
4780,285000000.0
4781,285000000.0
4782,285000000.0
4783,285000000.0
4784,285000000.0
4785,285000000.0
4786,285000000.0
4787,285000000.0
4788,285000000.0
4789,285000000.0
4790,285000000.0
4791,285000000.0
4792,285000000.0
4793,285000000.0
4794,285000000.0
4795,285000000.0
4796,285000000.0
4797,285000000.0
4798,285000000.0
4799,285000000.0
4800,285000000.0
4801,285000000.0
4802,285000000.0
4803,285000000.0
4804,285000000.0
4805,285000000.0
4806,285000000.0
4807,285000000.0
4808,285000000.0
4809,285000000.0
4810,285000000.0
4811,285000000.0
4812,285000000.0
4813,285000000.0
4814,285000000.0
4815,285000000.0
4816,285000000.0
4817,285000000.0
4818,285000000.0
4819,285000000.0
4820,295000000.0
4821,295000000.0
4822,295000000.0
4823,295000000.0
4824,295000000.0
4825,295000000.0
4826,295000000.0
4827,295000000.0
4828,295000000.0
4829,295000000.0
4830,295000000.0
4831,295000000.0
4832,295000000.0
4833,295000000.0
4834,295000000.0
4835,295000000.0
4836,295000000.0
4837,295000000.0
4838,295000000.0
4839,295000000.0
4840,295000000.0
4841,295000000.0
4842,295000000.0
4843,295000000.0
4844,295000000.0
4845,295000000.0
4846,295000000.0
4847,295000000.0
4848,295000000.0
4849,295000000.0
4850,295000000.0
4851,295000000.0
4852,295000000.0
4853,295000000.0
4854,295000000.0
4855,295000000.0
4856,295000000.0
4857,295000000.0
4858,295000000.0
4859,295000000.0
4860,295000000.0
4861,295000000.0
4862,295000000.0
4863,295000000.0
4864,295000000.0
4865,295000000.0
4866,295000000.0
4867,295000000.0
4868,295000000.0
4869,295000000.0
4870,295000000.0
4871,295000000.0
4872,295000000.0
4873,295000000.0
4874,295000000.0
4875,295000000.0
4876,295000000.0
4877,295000000.0
4878,300000000.0
4879,300000000.0
4880,300000000.0
4881,300000000.0
4882,300000000.0
4883,300000000.0
4884,300000000.0
4885,300000000.0
4886,300000000.0
4887,300000000.0
4888,300000000.0
4889,300000000.0
4890,300000000.0
4891,300000000.0
4892,300000000.0
4893,300000000.0
4894,300000000.0
4895,300000000.0
4896,300000000.0
4897,300000000.0
4898,300000000.0
4899,300000000.0
4900,300000000.0
4901,300000000.0
4902,300000000.0
4903,300000000.0
4904,300000000.0
4905,300000000.0
4906,300000000.0
4907,300000000.0
4908,300000000.0
4909,300000000.0
4910,300000000.0
4911,300000000.0
4912,300000000.0
4913,300000000.0
4914,300000000.0
4915,300000000.0
4916,300000000.0
4917,300000000.0
4918,300000000.0
4919,300000000.0
4920,300000000.0
4921,300000000.0
4922,300000000.0
4923,300000000.0
4924,300000000.0
4925,300000000.0
4926,300000000.0
4927,310000000.0
4928,310000000.0
4929,310000000.0
4930,310000000.0
4931,310000000.0
4932,310000000.0
4933,310000000.0
4934,310000000.0
4935,310000000.0
4936,310000000.0
4937,310000000.0
4938,310000000.0
4939,310000000.0
4940,310000000.0
4941,310000000.0
4942,310000000.0
4943,310000000.0
4944,310000000.0
4945,310000000.0
4946,310000000.0
4947,310000000.0
4948,310000000.0
4949,310000000.0
4950,310000000.0
4951,310000000.0
4952,310000000.0
4953,310000000.0
4954,310000000.0
4955,310000000.0
4956,310000000.0
4957,310000000.0
4958,310000000.0
4959,310000000.0
4960,310000000.0
4961,310000000.0
4962,310000000.0
4963,310000000.0
4964,310000000.0
4965,310000000.0
4966,310000000.0
4967,310000000.0
4968,310000000.0
4969,310000000.0
4970,310000000.0
4971,310000000.0
4972,310000000.0
4973,310000000.0
4974,310000000.0
4975,310000000.0
4976,310000000.0
4977,310000000.0
4978,310000000.0
4979,310000000.0
4980,310000000.0
4981,310000000.0
4982,310000000.0
4983,310000000.0
4984,310000000.0
4985,310000000.0
4986,320000000.0
4987,320000000.0
4988,320000000.0
4989,320000000.0
4990,320000000.0
4991,320000000.0
4992,320000000.0
4993,320000000.0
4994,320000000.0
4995,320000000.0
4996,320000000.0
4997,320000000.0
4998,320000000.0
4999,320000000.0
5000,320000000.0
5001,320000000.0
5002,320000000.0
5003,320000000.0
5004,320000000.0
5005,320000000.0
5006,320000000.0
5007,320000000.0
5008,320000000.0
5009,320000000.0
5010,320000000.0
5011,320000000.0
5012,320000000.0
5013,320000000.0
5014,320000000.0
5015,320000000.0
5016,320000000.0
5017,320000000.0
5018,320000000.0
5019,320000000.0
5020,320000000.0
5021,320000000.0
5022,320000000.0
5023,320000000.0
5024,320000000.0
5025,320000000.0
5026,320000000.0
5027,320000000.0
5028,320000000.0
5029,320000000.0
5030,320000000.0
5031,320000000.0
5032,320000000.0
5033,320000000.0
5034,320000000.0
5035,320000000.0
5036,320000000.0
5037,320000000.0
5038,320000000.0
5039,320000000.0
5040,320000000.0
5041,320000000.0
5042,320000000.0
5043,324000000.0
5044,324000000.0
5045,324000000.0
5046,324000000.0
5047,324000000.0
5048,324000000.0
5049,324000000.0
5050,324000000.0
5051,324000000.0
5052,324000000.0
5053,324000000.0
5054,324000000.0
5055,324000000.0
5056,324000000.0
5057,324000000.0
5058,324000000.0
5059,324000000.0
5060,324000000.0
5061,324000000.0
5062,324000000.0
5063,324000000.0
5064,324000000.0
5065,324000000.0
5066,324000000.0
5067,324000000.0
5068,324000000.0
5069,324000000.0
5070,324000000.0
5071,324000000.0
5072,324000000.0
5073,324000000.0
5074,324000000.0
5075,324000000.0
5076,324000000.0
5077,324000000.0
5078,324000000.0
5079,324000000.0
5080,324000000.0
5081,324000000.0
5082,324000000.0
5083,324000000.0
5084,324000000.0
5085,324000000.0
5086,324000000.0
5087,324000000.0
5088,324000000.0
5089,324000000.0
5090,324000000.0
5091,324000000.0
5092,324000000.0
5093,324000000.0
5094,324000000.0
5095,324000000.0
5096,324000000.0
5097,324000000.0
5098,324000000.0
5099,324000000.0
5100,324000000.0
5101,324000000.0
5102,325000000.0
5103,325000000.0
5104,325000000.0
5105,325000000.0
5106,325000000.0
5107,325000000.0
5108,325000000.0
5109,325000000.0
5110,325000000.0
5111,325000000.0
5112,325000000.0
5113,325000000.0
5114,325000000.0
5115,325000000.0
5116,325000000.0
5117,325000000.0
5118,325000000.0
5119,325000000.0
5120,325000000.0
5121,325000000.0
5122,325000000.0
5123,325000000.0
5124,325000000.0
5125,325000000.0
5126,325000000.0
5127,325000000.0
5128,325000000.0
5129,325000000.0
5130,325000000.0
5131,325000000.0
5132,325000000.0
5133,325000000.0
5134,325000000.0
5135,325000000.0
5136,325000000.0
5137,325000000.0
5138,325000000.0
5139,325000000.0
5140,325000000.0
5141,325000000.0
5142,325000000.0
5143,325000000.0
5144,325000000.0
5145,325000000.0
5146,325000000.0
5147,325000000.0
5148,325000000.0
5149,325000000.0
5150,325000000.0
5151,325000000.0
5152,325000000.0
5153,327000000.0
5154,327000000.0
5155,327000000.0
5156,327000000.0
5157,327000000.0
5158,327000000.0
5159,327000000.0
5160,327000000.0
5161,327000000.0
5162,327000000.0
5163,327000000.0
5164,327000000.0
5165,327000000.0
5166,327000000.0
5167,327000000.0
5168,327000000.0
5169,327000000.0
5170,327000000.0
5171,327000000.0
5172,327000000.0
5173,327000000.0
5174,327000000.0
5175,327000000.0
5176,327000000.0
5177,327000000.0
5178,327000000.0
5179,327000000.0
5180,327000000.0
5181,327000000.0
5182,327000000.0
5183,327000000.0
5184,327000000.0
5185,327000000.0
5186,327000000.0
5187,327000000.0
5188,327000000.0
5189,327000000.0
5190,327000000.0
5191,327000000.0
5192,327000000.0
5193,327000000.0
5194,327000000.0
5195,327000000.0
5196,327000000.0
5197,327000000.0
5198,327000000.0
5199,327000000.0
5200,327000000.0
5201,327000000.0
5202,327000000.0
5203,327000000.0
5204,327000000.0
5205,327000000.0
5206,327000000.0
5207,327000000.0
5208,327000000.0
5209,327000000.0
5210,327000000.0
5211,330000000.0
5212,330000000.0
5213,330000000.0
5214,330000000.0
5215,330000000.0
5216,330000000.0
5217,330000000.0
5218,330000000.0
5219,330000000.0
5220,330000000.0
5221,330000000.0
5222,330000000.0
5223,330000000.0
5224,330000000.0
5225,330000000.0
5226,330000000.0
5227,330000000.0
5228,330000000.0
5229,330000000.0
5230,330000000.0
5231,330000000.0
5232,330000000.0
5233,330000000.0
5234,330000000.0
5235,330000000.0
5236,330000000.0
5237,330000000.0
5238,330000000.0
5239,330000000.0
5240,330000000.0
5241,330000000.0
5242,330000000.0
5243,330000000.0
5244,330000000.0
5245,330000000.0
5246,330000000.0
5247,330000000.0
5248,330000000.0
5249,330000000.0
5250,330000000.0
5251,330000000.0
5252,330000000.0
5253,330000000.0
5254,330000000.0
5255,330000000.0
5256,330000000.0
5257,330000000.0
5258,330000000.0
5259,330000000.0
5260,330000000.0
5261,330000000.0
5262,330000000.0
5263,330000000.0
5264,330000000.0
5265,330000000.0
5266,330000000.0
5267,330000000.0
5268,332000000.0
5269,332000000.0
5270,332000000.0
5271,332000000.0
5272,332000000.0
5273,332000000.0
5274,332000000.0
5275,332000000.0
5276,332000000.0
5277,332000000.0
5278,332000000.0
5279,332000000.0
5280,332000000.0
5281,332000000.0
5282,332000000.0
5283,332000000.0
5284,332000000.0
5285,332000000.0
5286,332000000.0
5287,332000000.0
5288,332000000.0
5289,332000000.0
5290,332000000.0
5291,332000000.0
5292,332000000.0
5293,332000000.0
5294,332000000.0
5295,332000000.0
5296,332000000.0
5297,332000000.0
5298,332000000.0
5299,332000000.0
5300,332000000.0
5301,332000000.0
5302,332000000.0
5303,332000000.0
5304,332000000.0
5305,332000000.0
5306,332000000.0
5307,332000000.0
5308,332000000.0
5309,332000000.0
5310,332000000.0
5311,332000000.0
5312,332000000.0
5313,332000000.0
5314,332000000.0
5315,332000000.0
5316,332000000.0
5317,332000000.0
5318,332000000.0
5319,332000000.0
5320,332000000.0
5321,332000000.0
5322,332000000.0
5323,332000000.0
5324,332000000.0
5325,332000000.0
5326,332000000.0
5327,333000000.0
5328,333000000.0
5329,333000000.0
5330,333000000.0
5331,333000000.0
5332,333000000.0
5333,333000000.0
5334,333000000.0
5335,333000000.0
5336,333000000.0
5337,333000000.0
5338,333000000.0
5339,333000000.0
5340,333000000.0
5341,333000000.0
5342,333000000.0
5343,333000000.0
5344,333000000.0
5345,333000000.0
5346,333000000.0
5347,333000000.0
5348,333000000.0
5349,333000000.0
5350,333000000.0
5351,333000000.0
5352,333000000.0
5353,333000000.0
5354,333000000.0
5355,333000000.0
5356,333000000.0
5357,333000000.0
5358,333000000.0
5359,333000000.0
5360,333000000.0
5361,333000000.0
5362,333000000.0
5363,333000000.0
5364,333000000.0
5365,333000000.0
5366,333000000.0
5367,333000000.0
5368,333000000.0
5369,333000000.0
5370,333000000.0
5371,333000000.0
5372,333000000.0
5373,333000000.0
5374,333000000.0
5375,333000000.0
5376,333000000.0
5377,333000000.0
5378,333000000.0
5379,333000000.0
5380,333000000.0
5381,333000000.0
5382,333000000.0
5383,333000000.0
5384,333000000.0
5385,333000000.0
5386,335000000.0
5387,335000000.0
5388,335000000.0
5389,335000000.0
5390,335000000.0
5391,335000000.0
5392,335000000.0
5393,335000000.0
5394,335000000.0
5395,335000000.0
5396,335000000.0
5397,335000000.0
5398,335000000.0
5399,335000000.0
5400,335000000.0
5401,335000000.0
5402,335000000.0
5403,335000000.0
5404,335000000.0
5405,335000000.0
5406,335000000.0
5407,335000000.0
5408,335000000.0
5409,335000000.0
5410,335000000.0
5411,335000000.0
5412,335000000.0
5413,335000000.0
5414,335000000.0
5415,335000000.0
5416,335000000.0
5417,335000000.0
5418,335000000.0
5419,335000000.0
5420,335000000.0
5421,335000000.0
5422,335000000.0
5423,335000000.0
5424,335000000.0
5425,335000000.0
5426,335000000.0
5427,335000000.0
5428,335000000.0
5429,335000000.0
5430,335000000.0
5431,335000000.0
5432,335000000.0
5433,335000000.0
5434,335000000.0
5435,335000000.0
5436,335000000.0
5437,335000000.0
5438,335000000.0
5439,335000000.0
5440,335000000.0
5441,335000000.0
5442,335000000.0
5443,335000000.0
5444,335000000.0
5445,337000000.0
5446,337000000.0
5447,337000000.0
5448,337000000.0
5449,337000000.0
5450,337000000.0
5451,337000000.0
5452,337000000.0
5453,337000000.0
5454,337000000.0
5455,337000000.0
5456,337000000.0
5457,337000000.0
5458,337000000.0
5459,337000000.0
5460,337000000.0
5461,337000000.0
5462,337000000.0
5463,337000000.0
5464,337000000.0
5465,337000000.0
5466,337000000.0
5467,337000000.0
5468,337000000.0
5469,337000000.0
5470,337000000.0
5471,337000000.0
5472,337000000.0
5473,337000000.0
5474,337000000.0
5475,337000000.0
5476,337000000.0
5477,337000000.0
5478,337000000.0
5479,337000000.0
5480,337000000.0
5481,337000000.0
5482,337000000.0
5483,337000000.0
5484,337000000.0
5485,337000000.0
5486,337000000.0
5487,337000000.0
5488,337000000.0
5489,337000000.0
5490,337000000.0
5491,337000000.0
5492,337000000.0
5493,337000000.0
5494,337000000.0
5495,337000000.0
5496,337000000.0
5497,337000000.0
5498,337000000.0
5499,337000000.0
5500,337000000.0
5501,337000000.0
5502,337000000.0
5503,337000000.0
5504,338000000.0
5505,338000000.0
5506,338000000.0
5507,338000000.0
5508,338000000.0
5509,338000000.0
5510,338000000.0
5511,338000000.0
5512,338000000.0
5513,338000000.0
5514,338000000.0
5515,338000000.0
5516,338000000.0
5517,338000000.0
5518,338000000.0
5519,338000000.0
5520,338000000.0
5521,338000000.0
5522,338000000.0
5523,338000000.0
5524,338000000.0
5525,338000000.0
5526,338000000.0
5527,338000000.0
5528,338000000.0
5529,338000000.0
5530,338000000.0
5531,338000000.0
5532,338000000.0
5533,338000000.0
5534,338000000.0
5535,338000000.0
5536,338000000.0
5537,338000000.0
5538,338000000.0
5539,338000000.0
5540,338000000.0
5541,338000000.0
5542,338000000.0
5543,338000000.0
5544,338000000.0
5545,338000000.0
5546,338000000.0
5547,338000000.0
5548,338000000.0
5549,338000000.0
5550,338000000.0
5551,338000000.0
5552,338000000.0
5553,338000000.0
5554,338000000.0
5555,338000000.0
5556,338000000.0
5557,338000000.0
5558,338000000.0
5559,338000000.0
5560,338000000.0
5561,338000000.0
5562,338000000.0
5563,342000000.0
5564,342000000.0
5565,342000000.0
5566,342000000.0
5567,342000000.0
5568,342000000.0
5569,342000000.0
5570,342000000.0
5571,342000000.0
5572,342000000.0
5573,342000000.0
5574,342000000.0
5575,342000000.0
5576,342000000.0
5577,342000000.0
5578,342000000.0
5579,342000000.0
5580,342000000.0
5581,342000000.0
5582,342000000.0
5583,342000000.0
5584,342000000.0
5585,342000000.0
5586,342000000.0
5587,342000000.0
5588,342000000.0
5589,342000000.0
5590,342000000.0
5591,342000000.0
5592,342000000.0
5593,342000000.0
5594,342000000.0
5595,342000000.0
5596,342000000.0
5597,342000000.0
5598,342000000.0
5599,342000000.0
5600,342000000.0
5601,342000000.0
5602,342000000.0
5603,342000000.0
5604,342000000.0
5605,342000000.0
5606,342000000.0
5607,342000000.0
5608,342000000.0
